WineName,WineryName,Description,Price,Capacity,Grape,Secondary Grape Varieties,Closure,Country,Unit,Characteristics,Per bottle / case / each,Type,ABV,Region,Style,Vintage,Appellation,Acidity
Sauvignon Blanc,Luis Felipe Edwards,"Luis Felipe Edwards is one of Chile's most awarded producers. They make this great-value dessert wine from grapes picked at the very end of the ripening season. It's complex and sweet with notes of peach, citrus, honey and oak. Pair this with blue cheese of custard.",£6.99 per bottle,37.5CL,Viognier,Sauvignon Blanc,Natural Cork,Chile,4.7,"Stone Fruit, Citrus Fruit, Honey",per bottle,White,ABV 12.50%,Central Valley,Aromatic & Floral,2019,Colchagua Valley,High
Rioja Gran Reserva,Marqués de Riscal,"Marqués de Riscal were the first bodega to apply Bordeaux methods in Rioja. And this changed Spanish winemaking forever. Today, they make this Rioja from 80-year-old vines and age it for 32 months in oak and three years in the bottle. The result is intense and indulgent, with flavours of black fruit and toasted oak, smooth tannins and a long finish. Serve this at room temperature with a roast dinner or cellar until 2030.",£47.99 per bottle,75CL,Tempranillo,,Natural Cork,Spain,11.3,"Vanilla, Black Fruit, Red Fruit, Spice",per bottle,Red,ABV 15.00%,Rioja And Navarra,Savoury & Full Bodied,2016,Rioja,High
Rioja Reserva,Marqués de Riscal,"Marqués de Riscal made Rioja what it is today. Up until the 1850s the locals had made only light, young wines. Then, in 1858, Riscal introduced the 'Bordeaux method', barrel ageing. From that moment on, the practice became integral to Rioja. Today, Riscal Reserva is one of the most famous wines in Spain. Each grape is selected from vines that are at least 50 years old. Mature vines make the tastiest grapes. So the wine is incredibly rich and concentrated. It's full of summer-berry flavours and notes of liquorice and vanilla spice. Perfect with Jamón.",£9.99 per bottle,37.5CL,Tempranillo,Graciano,Natural Cork,Spain,5.4,"Black Fruit, Red Fruit, Vanilla",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2019,Rioja,High
Pinot Noir,Mud House,"Mud House are no one-trick pony. Their reputation for producing fantastic wine stretches far beyond Marlborough Sauvignon Blanc. This is made in New Zealand's Central Otago region, where the fussy Pinot Noir grape has found a perfect home in the mountainous, cool-climate terrain. It's made from a single-vineyard in the prestigious sub-region of Bendigo. The Claim 431 Vineyard sits within an old gold-mining hillside, where ancient soils and cooling breezes benefit the vines. The resulting wine has an elegant structure, with pristine flavours and freshness. Vibrant. Fresh. Supple. Discover dark plum and ripe cherry flavours, with subtle hints of earthiness and woodspice. The lively aromas and acidity makes it a great match for a big bowl of fresh pesto pasta.",£24.99 per bottle,75CL,Pinot Noir,,Screwcap,New Zealand,10.1,"Sweet Spice, Black Cherry, Blackberry, Red Fruit",per bottle,Red,ABV 13.50%,Central Otago,Light & Elegant,2020,,High
Reserva,Muga,"Muga's legendary Prado Enea scored 99 points when James Suckling listed it as number #3 of his 'Top Wines in the World'. It also bagged 96 Parker Points and 97 from Tim Atkin MW. You'll struggle to find a more decorated Rioja, and you'll taste the brilliance of three years of ageing in a silky palate that's full of blackcurrant, forest-floor, tobacco and vanilla notes.",£61.99 per bottle,75CL,Tempranillo,"Mazuelo, Graciano, Grenache",Natural Cork,Spain,10.9,"Vanilla, Black Fruit, Cocoa, Prune, Red Fruit",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2015,Rioja,High
Prado Enea Gran Reserva,Muga,"Muga's legendary Prado Enea scored 99 points when James Suckling listed it as number #3 of his 'Top Wines in the World'. It also bagged 96 Parker Points and 97 from Tim Atkin MW. You'll struggle to find a more decorated Rioja, and you'll taste the brilliance of three years of ageing in a silky palate that's full of blackcurrant, forest-floor, tobacco and vanilla notes.",£61.99 per bottle,75CL,Tempranillo,"Mazuelo, Graciano, Grenache",Natural Cork,Spain,10.9,"Vanilla, Black Fruit, Cocoa, Prune, Red Fruit",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2015,Rioja,High
Reserva,Muga,"Muga is arguably the most traditional bodega in Rioja. The estate even has its own cooperage – a reflection of the care and precision that goes into their winemaking. 'Special Selection' is only made in the very best years. It's a powerful, complex wine. You'll find intense aromas of ripe red and black berries, coffee, and subtle hints of mint and smoky oak. It's silky smooth in texture with well-structured tannins and spice. The fresh acidity and smokiness will complement a rich game dish like bacon-wrapped roast partridge.",£29.99 per bottle,75CL,Tempranillo,"Mazuelo, Graciano, Grenache",Natural Cork,Spain,10.9,"Vanilla, Black Fruit, Red Fruit, Spice",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2018,Rioja,High
Chardonnay,Nautilus,"At Nautilus, everything is done with sustainability in mind. The winery is part of the Sustainable Winegrowers New Zealand programme and has been owned by the same dedicated family for 25 years. In this Chardonnay, expect classic notes of nectarine and almond, with a creamy finish to come as it matures. Match this luxurious white with an equally creamy pasta.",£25.99 per bottle,75CL,Chardonnay,,Screwcap,New Zealand,9.8,"Vanilla, Hazelnut, Lemon, Nectarine",per bottle,White,ABV 13.00%,Marlborough,Rich & Toasty,2019,,High
Etna Rosso,Nicosia,"Have you tried a wine made on a volcano before? This is made on Europe's most active one, Mount Etna. The fifth-generation winemaker behind it creates it from Nerello Mascalese and Nerello Cappuccio grapes. And these varieties really excel in these volcanic soils at this high altitude. As a result, this is an elegant, light red wine, with notes of cherry and redcurrant. Think Nebbiolo meets Pinot Noir. Fantastic with pasta and Parmigiano Reggiano.",£14.99 per bottle,75CL,Nerello,Nerello Mascalese,Natural Cork,Italy,9.8,"Red Fruit, Spice, Wet Stones",per bottle,Red,ABV 13.00%,,Light & Elegant,2016,Etna,High
Chablis,Olivier Tricon,"Chablis is where you'll find some of the world's most celebrated Chardonnays. Wines here are crisp and citrusy – a far cry from the richer styles that you'll find in much of Burgundy and California. Vines draw water from deep limestone soils, adding lively minerality. This is made in stainless steel tanks adding to its vibrant and fresh character. It has notes of crisp green apple, lemon, acacia honey and wet-stone minerality. Perfect with a seafood platter.",£24.99 per bottle,75CL,Chardonnay,,Synthetic Cork,France,9.4,"Green Apple, Lemon, Wet Stones",per bottle,White,ABV 12.50%,Burgundy,Fresh & Elegant ,2020,Chablis,High
Merlot,Oyster Bay,"Oyster Bay has been producing wine of international acclaim since winning the 'Best International Sauvignon' at the 1991 IWSC. A leading example of the 'New Zealand Style', fashioned from fruit grown in Hawkes Bay's Bordeaux-esque climate. Plumy, jammy and ripe berry fruits augmented by hints of spice, toasted oak and chocolate aromas are followed by a rich, rounded and fruity palate with subtle oak and spices and an intense finish. Enjoy over the next three years with everything from pizza to spaghetti bolognese and from roast turkey to pork chops.

In 2022, this wine won an IWC award for the 2020 vintage.",£11.29 per bottle,75CL,Merlot,,Screwcap,New Zealand,10.5,"Vanilla, Black Fruit, Black Plum, Blackberry, Chocolate",per bottle,Red,ABV 14.00%,Hawkes Bay,Smooth & Mellow,2021,,High
Sauvignon Blanc,Paul Cluver,"Paul Cluver is a family-owned winery based in Elgin, South Africa. After noticing the region's potential for cool-climate winemaking, they ripped our the apple trees and planted vines in the mid 19th century. Today, they're fondly recognised by wine critics for their great value. This is a fresh and expressive Sauvignon Blanc, with notes of grapefruit and gooseberries. Try it with pesto pasta.",£14.99 per bottle,75CL,Sauvignon Blanc,,Screwcap,South Africa,10.1,"Elderflower, Grapefruit, Green Apple, Lemon",per bottle,White,ABV 13.50%,Western Cape,Crisp & Zesty,2020,,High
Shiraz,Peter Lehmann,"This release is part of Peter Lehmann's Masters range, and each wine is named after a person or event that has played a role in the Peter Lehmann story. This bottle is a tribute to 'Eight Songs for a Mad King' – one of Lehmann's favourite musical ensembles. The aim was to replicate the soft melodies in fine wine form. The result? An opulent, complex Shiraz that's been praised by numerous critics. The 2016 vintage was given a 93 point score by Australia's leading wine critic, James Halliday. Expect aromas of plum, cocoa and sweet spice. Partner with braised beef.",£25.99 per bottle,75CL,Shiraz,,Screwcap,Australia,10.9,,per bottle,Red,ABV 14.50%,,,2016,Barossa Valley,High
Semillon,Peter Lehmann,"Peter Lehmann rewrote the rulebook on Barossa Semillon in the early 90s, eschewing oak and opting for an early-picked style that lent itself to ageing. The result is the Margaret Semillon. Containing only the best of the vintage, and released after five years of cellaring, it has aromas of citrus and some waxy, honeyed development that's typical of aged Semillon. On the palate you'll find notes of lemon, lanolin and beeswax.",£24.99 per bottle,75CL,Sémillon,,Screwcap,Australia,9.8,"Peach, Butter, Floral, Grass, Honeysuckle, Lime, Passionfruit",per bottle,White,ABV 13.00%,South Australia,Rich & Toasty,2013,Barossa Valley,High
Shiraz,Peter Lehmann,"With rolling hills, hot, dry summers and some of the world's oldest vines, Barossa is arguably the finest spot in the New World for full-bodied, juicy reds. And this shows the very best of the region. Peter Lehmann Wines, one of the biggest names in Australian winemaking, went all over Barossa to capture its best elements. It's rich and heady with notes of raspberry, dark plum, strawberry, mocha and liquorice. What's more, it's in celebration-perfect magnum form. Drink this with a steak.",£37.99 per bottle,1.5LTR,Shiraz,,Screwcap,Australia,21.8,"Black Pepper, Black Plum, Blackberry, Blackcurrant, Blueberry, Chocolate, Coffee, Leather, Smoke",per bottle,Red,ABV 14.50%,South Australia,Bold & Spicy,2019,Barossa Valley,High
Shiraz,Peter Lehmann,"Peter Lehmann only make their coveted VSV range on the Barossa Valley's most exceptional vintages. When a 'Very Special Vineyard' delivers a great balance between the land and the fruit. This Shiraz shows notes of blackberry, dark chocolate and spice. Serve with braised beef.",£34.99 per bottle,75CL,Shiraz,,Screwcap,Australia,10.9,"Black Pepper, Black Plum, Blackberry, Vanilla",per bottle,Red,ABV 14.50%,South Australia,Bold & Spicy,2016,Barossa Valley,High
Soave Classico,Pieropan,"If you like Soave, that fresh northern Italian white wine, you're in for a treat with Pieropan. They're practically synonymous. Pieropan have been producing great wines in Veneto since the 1890s and were the first to use the Soave name on their bottles. Calvarino, their first single-vineyard Soave, debuted in 1971, and its delicious, mineral character is part of what has cemented Pieropan to world-renowned status today. 30-to-60-year-old Garganega and Trebbiano vines produce a well-balanced, elegant wine with aromas of honey, almond, citrus and white flowers. With such a long finish, it can pair brilliantly with all kinds of dishes, including seafood, light pastas and roast chicken.",£29.99 per bottle,75CL,Garganega,Trebbiano,Natural Cork,Italy,9.4,"Almond, Citrus Fruit, Floral, Honey",per bottle,White,ABV 12.50%,Tuscany,Aromatic & Floral,2020,Soave,High
Soave,Pieropan,"If you like Soave, that fresh northern Italian white wine, you're in for a treat with Pieropan. They're practically synonymous. Pieropan have been producing great wines in Veneto since the 1890s and were the first to use the Soave name on their bottles. Calvarino, their first single-vineyard Soave, debuted in 1971, and its delicious, mineral character is part of what has cemented Pieropan to world-renowned status today. 30-to-60-year-old Garganega and Trebbiano vines produce a well-balanced, elegant wine with aromas of honey, almond, citrus and white flowers. With such a long finish, it can pair brilliantly with all kinds of dishes, including seafood, light pastas and roast chicken.",£29.99 per bottle,75CL,Garganega,Trebbiano,Natural Cork,Italy,9.4,"Almond, Citrus Fruit, Floral, Honey",per bottle,White,ABV 12.50%,Tuscany,Aromatic & Floral,2020,Soave,High
Soave Classico,Pieropan,"Pieropan are the biggest name in fantastic Soave. They were the first producer to label wines with the Soave name back in the 1930s and continue to fly the flag for the region today. Their organic wines have a signature richness and zest. This one is from a single vineyard, La Rocca, where limestone soils produce distinctly rich and opulent wines. It has aromas of almond and honey and flavours of ripe apricot and exotic fruit. Try it with seafood linguine.",£36.99 per bottle,75CL,Garganega,,Natural Cork,Italy,9.8,"Honey, Almond, Citrus Fruit, Floral",per bottle,White,ABV 13.00%,Veneto,Aromatic & Floral,2020,Soave,High
Soave,Pieropan,"Pieropan are the biggest name in fantastic Soave. They were the first producer to label wines with the Soave name back in the 1930s and continue to fly the flag for the region today. Their organic wines have a signature richness and zest. This one is from a single vineyard, La Rocca, where limestone soils produce distinctly rich and opulent wines. It has aromas of almond and honey and flavours of ripe apricot and exotic fruit. Try it with seafood linguine.",£36.99 per bottle,75CL,Garganega,,Natural Cork,Italy,9.8,"Honey, Almond, Citrus Fruit, Floral",per bottle,White,ABV 13.00%,Veneto,Aromatic & Floral,2020,Soave,High
Rocca,Rocca,"Pieropan are the biggest name in fantastic Soave. They were the first producer to label wines with the Soave name back in the 1930s and continue to fly the flag for the region today. Their organic wines have a signature richness and zest. This one is from a single vineyard, La Rocca, where limestone soils produce distinctly rich and opulent wines. It has aromas of almond and honey and flavours of ripe apricot and exotic fruit. Try it with seafood linguine.",£36.99 per bottle,75CL,Garganega,,Natural Cork,Italy,9.8,"Honey, Almond, Citrus Fruit, Floral",per bottle,White,ABV 13.00%,Veneto,Aromatic & Floral,2020,Soave,High
Nebbiolo,Pio Cesare,"Barolo may hog the limelight, but the larger region of Langhe in which it sits is home to some equally impressive Nebbiolo wines. Pio Cesare's Barolo is world-renowned – and they pay just as much care and attention to this wine as their most sought-after bottles. Grapes are carefully hand-picked – including some from their highly-regarded Barolo and Barbaresco vineyards. The wine is then aged in oak for 24 months, creating a full-bodied, savoury red. It's remarkably fresh, with intense notes of ripe and juicy red fruits. Rich roast lamb will balance its firm tannins perfectly.",£20.99 per bottle,75CL,Nebbiolo,,Natural Cork,Italy,10.9,"Violet, Herbaceous, Red Fruit",per bottle,Red,ABV 14.50%,Piedmont,Light & Elegant,2017,,High
Morey-Saint-Denis,Rémi Seguin,"What Morey-Saint-Denis lacks in size, it more than makes up for in character. This village is known for its complex red wines. And this intriguing, perfumed red Burgundy is among the best we've found. Expect notes of raspberry and kirsch, with a hint of aniseed. A delicious alternative to Gevry-Chambertin at great value. Try it with pork.",£49.99 per bottle,75CL,Pinot Noir,,Natural Cork,France,9.8,"Strawberry, Dried Herbs, Raspberry, Savoury",per bottle,Red,ABV 13.00%,Burgundy,Light & Elegant,2019,Morey-Saint-Denis,High
Chardonnay,Rustenberg,"The Rustenberg winery dates back to 1682, when German Roelof Pasman recognised the farm's grape-growing potential. It's been operated by the Barlow family for the past 80 years, and they've created some exceptional bottles. Today, head winemaker is Murray Barlow, the only person to win Diners Club's Young Winemaker of the Year award twice. This is his finest Chardonnay, and it comes highly sought after. The grapes behind it are hand-harvested, and the wine aged for 16 months in oak to give a creamy finish. It's complex and full-bodied, with plenty of ripe citrus, melon and peach flavours. Try it with rich chicken or pork dishes or age it for a decade. In 2022, this wine won an IWC award for the 2020 vintage.",£37.99 per bottle,75CL,Chardonnay,,Screwcap,South Africa,10.5,"Vanilla, Bread, Cream, Stone Fruit",per bottle,White,ABV 14.00%,Stellenbosch,Ripe & Rounded,2019,,High
Five Soldiers,Rustenberg,"The Rustenberg winery dates back to 1682, when German Roelof Pasman recognised the farm's grape-growing potential. It's been operated by the Barlow family for the past 80 years, and they've created some exceptional bottles. Today, head winemaker is Murray Barlow, the only person to win Diners Club's Young Winemaker of the Year award twice. This is his finest Chardonnay, and it comes highly sought after. The grapes behind it are hand-harvested, and the wine aged for 16 months in oak to give a creamy finish. It's complex and full-bodied, with plenty of ripe citrus, melon and peach flavours. Try it with rich chicken or pork dishes or age it for a decade. In 2022, this wine won an IWC award for the 2020 vintage.",£37.99 per bottle,75CL,Chardonnay,,Screwcap,South Africa,10.5,"Vanilla, Bread, Cream, Stone Fruit",per bottle,White,ABV 14.00%,Stellenbosch,Ripe & Rounded,2019,,High
Pinot Noir,Saintsbury,"In Carneros, the cool-climate spot of California that pampers the fussy Pinot Noir grape, the Saintsbury winery picks grapes at night and squeezes them within an hour. This brings a delightful freshness to a perfumed bouquet of rose petal, dark cherry, rhubarb and white pepper.",£28.99 per bottle,75CL,Pinot Noir,,Natural Cork,USA,10.5,"White Pepper, Black Cherry, Black Fruit, Red Fruit, Rose",per bottle,Red,ABV 14.00%,California,Light & Elegant,2018,,High
Chianti Classico,San Leonino,"San Leonino are serious about Sangiovese. They've focused almost solely on the grape for the past decade. As a result, this 100% Sangiovese half bottle contains all of the characteristic restraint and elegance that you'd expect from only the very best Chianti Classico. It's deep and aromatic with silky flavours of ripe cherries, violets, tobacco and menthol. It's rich enough now to stand up mature cheeses. But it'll continue to improve over the next ten years.",£7.99 per bottle,37.5CL,Sangiovese,,Natural Cork,Italy,5.3,"Earth, Red Cherry, Red Fruit, Spice",per bottle,Red,ABV 14.00%,Tuscany,Soft & Fruity,2018,Chianti Classico,High
Riesling Kabinett,Schloss Vollrads,"Schloss Vollrads' wines have historically been the choice of Europe's noble families. And they continue to create excellent wine today, like this delicious dry Riesling. It has flavours of Schloss apple, peach and apricot, and a long, dry finish. Excellent with Thai green curry.",£16.99 per bottle,75CL,Riesling,,Screwcap,Germany,9.4,"Stone Fruit, Citrus Fruit, Honeysuckle",per bottle,White,ABV 12.50%,Germany,Fresh & Elegant ,2018,Rheingau,High
Riesling Kabinett Trocken,Schloss Vollrads,"Schloss Vollrads' wines have historically been the choice of Europe's noble families. And they continue to create excellent wine today, like this delicious dry Riesling. It has flavours of Schloss apple, peach and apricot, and a long, dry finish. Excellent with Thai green curry.",£16.99 per bottle,75CL,Riesling,,Screwcap,Germany,9.4,"Stone Fruit, Citrus Fruit, Honeysuckle",per bottle,White,ABV 12.50%,Germany,Fresh & Elegant ,2018,Rheingau,High
Riesling,Schloss Vollrads,"Schloss Vollrads' wines have historically been the choice of Europe's noble families. And they continue to create excellent wine today, like this delicious dry Riesling. It has flavours of Schloss apple, peach and apricot, and a long, dry finish. Excellent with Thai green curry.",£16.99 per bottle,75CL,Riesling,,Screwcap,Germany,9.4,"Stone Fruit, Citrus Fruit, Honeysuckle",per bottle,White,ABV 12.50%,Germany,Fresh & Elegant ,2018,Rheingau,High
Shiraz,Shaw + Smith,"Shaw & Smith was founded in 1990 by Martin Shaw and Michael Hill-Smith, Australia's first ever Australian Master of Wine. Thirty years later it's one of most in demand names in Australian fine wine. In the cool-climate Adelaide Hills, the duo is committed to the finest soil and vine health, using grazing sheep to farm sustainably and picking every grape by hand. That's a series of costly practices. But the result is some of the most elegant Shiraz you'll discover in the New World. This is a restrained and sophisticated wine, with notes of blackberry, black pepper and well-integrated oak. It has ripe tannins that are fantastic with protein-rich meats, like sirloin steak.

In 2022, this wine won an IWC award for the 2019 vintage.",£33.99 per bottle,75CL,Shiraz,,Screwcap,Australia,10.9,"White Pepper, Black Plum, Blackberry, Blackcurrant, Blueberry, Chocolate, Earth, Liquorice, Vanilla",per bottle,Red,ABV 14.50%,South Australia,Bold & Spicy,2019,Adelaide Hills,High
Cabernet Sauvignon,Silver Ghost,"Quality and cost aren't necessarily linked. This wine is made for us by one of the most prestigious winemaking families in Chile, the Arestis. Their winery is 100% female owned, and they have and instinctive understanding of how to get the very best out of their grapes, while still keeping prices wallet-friendly. Chilean wine is always incredible value – but it's the Arestis' skill which makes this particular wine such great quality at such a great price. It's from the Central Valley which is cool but has loads of sunshine – perfect conditions for fresh, juicy Cabernet Sauvignon like this. It's really black-fruity – bursting with blackberry and plum flavours. With a lovely silky texture, it's seriously drinkable red which makes it the ideal party wine. It's great alone – or with burgers.",£6.99 per bottle,75CL,Cabernet Sauvignon,,Screwcap,Chile,9.4,"Blackcurrant, Black Cherry, Black Plum",per bottle,Red,ABV 12.50%,Central Valley,Smooth & Mellow,2022,,Medium
Pinot Noir,Stonier,Mornington Peninsula has long been Australia's best spot for top-shelf Pinot Noir - and it's tough to secure the best for less than £25. Not now! Taste the cool-climate excellence in structured notes of red fruits and spice and a luscious finish.,£22.99 per bottle,75CL,Pinot Noir,,Screwcap,Australia,10.5,"Vanilla, Caramel, Coffee, Earth, Raspberry, Red Cherry, Smoke, Strawberry",per bottle,Red,ABV 14.00%,Victoria,Light & Elegant,2021,Mornington Peninsula,High
Chardonnay,Stonier,"With access to some of Australia's oldest cool-climate vineyards, Stonier has scooped buckets of awards with its Reserve Chardonnay. This 2017 vintage won 97 Decanter points and 95 points at the International Wine Challenge. Made with just a dash of new-oak ageing, it's a fruity cocktail of melon, apple and grapefruit that's lined by sweet spices and a balancing flintiness.",£34.99 per bottle,75CL,Chardonnay,,Screwcap,Australia,10.1,"Vanilla, Butter, Green Apple, Lemon, Peach",per bottle,White,ABV 13.50%,Victoria,Rich & Toasty,2016,Mornington Peninsula,High
Reserve Chardonnay,Stonier,"With access to some of Australia's oldest cool-climate vineyards, Stonier has scooped buckets of awards with its Reserve Chardonnay. This 2017 vintage won 97 Decanter points and 95 points at the International Wine Challenge. Made with just a dash of new-oak ageing, it's a fruity cocktail of melon, apple and grapefruit that's lined by sweet spices and a balancing flintiness.",£34.99 per bottle,75CL,Chardonnay,,Screwcap,Australia,10.1,"Vanilla, Butter, Green Apple, Lemon, Peach",per bottle,White,ABV 13.50%,Victoria,Rich & Toasty,2016,Mornington Peninsula,High
Estate Pinot Noir,Ten Minutes by Tractor,"Mornington Peninsula is a sub-region of Victoria which, in recent years, has been identified as arguably the best area in Australia for cultivating the classic Burgundian varieties. The new 'Down the Hill' Estate Pinot Noir from Ten Minutes by Tractor is taken from warmer vineyards and matured for 11 months in French oak. The result is an approachable style, flush with red fruit and cranberry notes with dry tannins.",£45.00 per bottle,75CL,Pinot Noir,,Screwcap,Australia,9.8,"Strawberry, Black Fruit, Blackberry, Raspberry, Red Cherry, Red Fruit, Savoury, Smoke",per bottle,Red,ABV 13.00%,Victoria,Light & Elegant,2017,Mornington Peninsula,High
Sauvignon Blanc,The Ned,"Botrytised grapes have been specially selected from amongst the vines of the Waihopai River vineyard to make this wine. The fermentation process takes a lengthy 6 months and extracts huge flavours from the shrivelled berries. Intensely sweet, yet balanced with a mixture of crisp citrus and fresh melon flavours, and as such, never cloys. Lingers long on the palate. An amazing match for gorgonzola or rich pâtés.",£14.99 per bottle,37.5CL,Sauvignon Blanc,,Screwcap,New Zealand,4.3,"Orange Marmalade, Apricot, Ginger",per bottle,White,ABV 11.50%,Marlborough,,2021,,High
Reserva,Tinto Pesquera,"This is a sought-after Ribera del Duero from one of the region's finest estates. It's made from 100% Tempranillo and will age well for the next two decaders. Expect complex aromas of blueberry jam, white pepper, cinnamon and toast. Decant this for at least an hour before serving at room temperature with roast lamb.",£32.99 per bottle,75CL,Tempranillo,,Natural Cork,Spain,11.3,"Spice, Black Cherry, Blackcurrant, Cedar",per bottle,Red,ABV 15.00%,Castilla Y León,Savoury & Full Bodied,2018,Ribera Del Duero,High
Descendant,Torbreck,"Torbreck is one of Australia's leading wineries, crafting deluxe reds that stand toe-to-toe with the most expensive in the Rhône Valley. Wine Advocate said ""the 2012 Descendent offers gorgeously pure notes of violets, vanilla and cinnamon stick over a core of black cherry, blackberry and wild blueberry notes plus and hints of cloves"" when it gave it 97+ Parker Points.",£120.00 per bottle,75CL,Shiraz,Viognier,Natural Cork,Australia,11.3,"Violet, Black Cherry, Black Plum, Blackberry, Blueberry, Cocoa, Cream, Liquorice, Nutmeg, Vanilla",per bottle,Red,ABV 15.00%,South Australia,Bold & Spicy,2012,Barossa Valley,High
Reserva,Muga,"This is Muga's top wine and one of the finest examples of the modern Reserva. From the best sites and some of the oldest vines in this historic estate, it spends 3 months in large wood vats then 18 months in new French oak. The result is a polished and complex wine with layers of black fruit, graphite and dried flowers. With an unctuous texture akin to great Pomerol it has fantastic balance and real ageing potential. Drink it over the next 10-12 years.",£72.99 per bottle,75CL,Tempranillo,,Natural Cork,Spain,10.9,"Black Plum, Cooked Fruit, Leather",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2019,Rioja,High
Torre Muga,Muga,"This is Muga's top wine and one of the finest examples of the modern Reserva. From the best sites and some of the oldest vines in this historic estate, it spends 3 months in large wood vats then 18 months in new French oak. The result is a polished and complex wine with layers of black fruit, graphite and dried flowers. With an unctuous texture akin to great Pomerol it has fantastic balance and real ageing potential. Drink it over the next 10-12 years.",£72.99 per bottle,75CL,Tempranillo,,Natural Cork,Spain,10.9,"Black Plum, Cooked Fruit, Leather",per bottle,Red,ABV 14.50%,Rioja And Navarra,Savoury & Full Bodied,2019,Rioja,High
Marsanne-Roussanne,Trizanne Signature Wines,"Trizanne Barnard cut her teeth at the world-famous Klein Constantia winery. But now she's making her own path in the wine world with Trizanne Signature Wines. She grows all of her grapes on the sun-drenched slopes of Noordhoek in the southern Peninsula. You can taste just how well they ripen in these conditions in this blend of Marsanne and Roussanne. It's intense and silky, with notes of citrus, stone fruit, and a delicious mineral edge. Pair this with a delicious fatty fish, like poached salmon.",£14.99 per bottle,75CL,Marsanne,Roussanne,Screwcap,South Africa,9.8,"Stone Fruit, Citrus Fruit, Floral",per bottle,White,ABV 13.00%,Western Cape,Aromatic & Floral,2020,,High
Vat 1 Sémillon,Tyrrell's,"Tyrrell's Vat 1 Sémillon was first produced in 1963, and is the most awarded and recognised Sémillon from the Hunter Valley. It's sourced from two of the best blocks of Sémillon which have vines dating back to 1923. This prime location combined with old vines produces a wine with juicy lime fruit alongside notes of honey, lanolin and a nutty complexity. Built to last, this is a fixture in many prestigious wine collections and will drink well for another decade at least.",£39.99 per bottle,75CL,Sémillon,,Screwcap,Australia,8.6,"Lemon, Bread, Citrus Fruit, Grapefruit, Green Apple, Honey",per bottle,White,ABV 11.50%,New South Wales,Rich & Toasty,2014,Hunter Valley,High
Sémillon,Tyrrell's,"Tyrrell's Vat 1 Sémillon was first produced in 1963, and is the most awarded and recognised Sémillon from the Hunter Valley. It's sourced from two of the best blocks of Sémillon which have vines dating back to 1923. This prime location combined with old vines produces a wine with juicy lime fruit alongside notes of honey, lanolin and a nutty complexity. Built to last, this is a fixture in many prestigious wine collections and will drink well for another decade at least.",£39.99 per bottle,75CL,Sémillon,,Screwcap,Australia,8.6,"Lemon, Bread, Citrus Fruit, Grapefruit, Green Apple, Honey",per bottle,White,ABV 11.50%,New South Wales,Rich & Toasty,2014,Hunter Valley,High
Malbec-Bonarda,Viñalba,"When Hervé J Fabre came to the Uco Valley, he found vineyards where Malbec flourished and became the first person to make single-variety Malbecs in Argentina. This time, this award-winning winemaker has blended it with Bonarda, the second-most planted grape in the country. He's left it unoaked to allow the fruity aromas of the variety to shine in harmony with the Malbec. Expect flavours of plum, blackcurrant and violets and delicate floral aromas. Try it with risotto.",£9.99 per bottle,75CL,Malbec,Bonarda,Natural Cork,Argentina,10.5,"Violet, Black Fruit, Floral, Red Fruit, Ripe Fruit",per bottle,Red,ABV 14.00%,Mendoza,Soft & Fruity,2021,,Medium
